sent,tags,parse
"Its local political campaigns are nested in the deep sociability of weddings and birthdays and in the singing of sertaneja ( country folk ) music when the diverse Catholics of Jardim Oratorio become a community and remind themselves that they are a people with a shared history of hard times and occasional triumph , and that they are never beaten .","Its/PRP$ local/JJ political/JJ campaigns/NNS are/VBP nested/VBN in/IN the/DT deep/JJ sociability/NN of/IN weddings/NNS and/CC birthdays/NNS and/CC in/IN the/DT singing/NN of/IN sertaneja/NNP -LRB-/-LRB- country/NN folk/NN -RRB-/-RRB- music/NN when/WRB the/DT diverse/JJ Catholics/NNPS of/IN Jardim/NNP Oratorio/NNP become/VB a/DT community/NN and/CC remind/VB themselves/PRP that/IN they/PRP are/VBP a/DT people/NNS with/IN a/DT shared/VBN history/NN of/IN hard/JJ times/NNS and/CC occasional/JJ triumph/NN ,/, and/CC that/IN they/PRP are/VBP never/RB beaten/VBN ./."," nmod:poss(campaigns-4, Its-1) amod(campaigns-4, local-2) amod(campaigns-4, political-3) nsubjpass(nested-6, campaigns-4) nsubjpass(nested-6', campaigns-4) auxpass(nested-6, are-5) root(ROOT-0, nested-6) conj:and(nested-6, nested-6') case(sociability-10, in-7) det(sociability-10, the-8) amod(sociability-10, deep-9) nmod:in(nested-6, sociability-10) case(weddings-12, of-11) nmod:of(sociability-10, weddings-12) cc(weddings-12, and-13) nmod:of(sociability-10, birthdays-14) conj:and(weddings-12, birthdays-14) cc(nested-6, and-15) case(singing-18, in-16) det(singing-18, the-17) nmod:in(nested-6', singing-18) case(music-25, of-19) compound(music-25, sertaneja-20) compound(folk-23, country-22) appos(music-25, folk-23) nmod:of(singing-18, music-25) advmod(become-33, when-26) det(Catholics-29, the-27) amod(Catholics-29, diverse-28) nsubj(become-33, Catholics-29) nsubj(remind-37, Catholics-29) case(Oratorio-32, of-30) compound(Oratorio-32, Jardim-31) nmod:of(Catholics-29, Oratorio-32) advcl(nested-6, become-33) det(community-35, a-34) xcomp(become-33, community-35) cc(become-33, and-36) advcl(nested-6, remind-37) conj:and(become-33, remind-37) dobj(remind-37, themselves-38) mark(people-43, that-39) nsubj(people-43, they-40) cop(people-43, are-41) det(people-43, a-42) ccomp(remind-37, people-43) case(history-47, with-44) det(history-47, a-45) amod(history-47, shared-46) nmod:with(people-43, history-47) case(times-50, of-48) amod(times-50, hard-49) nmod:of(history-47, times-50) cc(times-50, and-51) amod(triumph-53, occasional-52) nmod:of(history-47, triumph-53) conj:and(times-50, triumph-53) cc(people-43, and-55) mark(beaten-60, that-56) nsubjpass(beaten-60, they-57) auxpass(beaten-60, are-58) neg(beaten-60, never-59) ccomp(remind-37, beaten-60) conj:and(people-43, beaten-60)  "
This bird had been heard singing around Rarup for the previous week and it was taken as a sign that she had succumbed to taring .,This/DT bird/NN had/VBD been/VBN heard/VBN singing/VBG around/RP Rarup/NNP for/IN the/DT previous/JJ week/NN and/CC it/PRP was/VBD taken/VBN as/IN a/DT sign/NN that/IN she/PRP had/VBD succumbed/VBN to/TO taring/NN ./.," det(bird-2, This-1) nsubjpass(heard-5, bird-2) aux(heard-5, had-3) auxpass(heard-5, been-4) root(ROOT-0, heard-5) xcomp(heard-5, singing-6) compound:prt(singing-6, around-7) dobj(singing-6, Rarup-8) case(week-12, for-9) det(week-12, the-10) amod(week-12, previous-11) nmod:for(Rarup-8, week-12) cc(heard-5, and-13) nsubjpass(taken-16, it-14) auxpass(taken-16, was-15) conj:and(heard-5, taken-16) case(sign-19, as-17) det(sign-19, a-18) nmod:as(taken-16, sign-19) mark(succumbed-23, that-20) nsubj(succumbed-23, she-21) aux(succumbed-23, had-22) ccomp(taken-16, succumbed-23) case(taring-25, to-24) nmod:to(succumbed-23, taring-25)  "
"( Space and place , gender , religion , representation of history ) <p> Near the end of my ethnographic fieldwork in the rural , mountainside town of Orgosolo , Sardinia , some neighbors repeatedly suggested that , before leaving , I witness the traditional local practice of women singing the Roman Catholic rosary .","-LRB-/-LRB- Space/NNP and/CC place/NN ,/, gender/NN ,/, religion/NN ,/, representation/NN of/IN history/NN -RRB-/-RRB- <p>/VBP Near/IN the/DT end/NN of/IN my/PRP$ ethnographic/JJ fieldwork/NN in/IN the/DT rural/JJ ,/, mountainside/JJ town/NN of/IN Orgosolo/NNP ,/, Sardinia/NNP ,/, some/DT neighbors/NNS repeatedly/RB suggested/VBD that/IN ,/, before/IN leaving/VBG ,/, I/PRP witness/VBZ the/DT traditional/JJ local/JJ practice/NN of/IN women/NNS singing/VBG the/DT Roman/NNP Catholic/NNP rosary/NN ./."," nsubj(<p>-14, Space-2) cc(Space-2, and-3) conj:and(Space-2, place-4) nsubj(<p>-14, place-4) appos(Space-2, gender-6) appos(gender-6, religion-8) appos(Space-2, representation-10) case(history-12, of-11) nmod:of(representation-10, history-12) root(ROOT-0, <p>-14) case(end-17, Near-15) det(end-17, the-16) nmod:near(suggested-36, end-17) case(fieldwork-21, of-18) nmod:poss(fieldwork-21, my-19) amod(fieldwork-21, ethnographic-20) nmod:of(end-17, fieldwork-21) case(town-27, in-22) det(town-27, the-23) amod(town-27, rural-24) amod(town-27, mountainside-26) nmod:in(fieldwork-21, town-27) case(Sardinia-31, of-28) compound(Sardinia-31, Orgosolo-29) nmod:of(town-27, Sardinia-31) det(neighbors-34, some-33) nsubj(suggested-36, neighbors-34) advmod(suggested-36, repeatedly-35) ccomp(<p>-14, suggested-36) mark(witness-43, that-37) mark(leaving-40, before-39) advcl(witness-43, leaving-40) nsubj(witness-43, I-42) ccomp(suggested-36, witness-43) det(practice-47, the-44) amod(practice-47, traditional-45) amod(practice-47, local-46) dobj(witness-43, practice-47) case(women-49, of-48) nmod:of(practice-47, women-49) acl(women-49, singing-50) det(rosary-54, the-51) compound(rosary-54, Roman-52) compound(rosary-54, Catholic-53) dobj(singing-50, rosary-54)  "
"I address this question by telling more about these singing older women and these clamorous younger men , amplifying some of the tensions to be heard , seen , and smelled at play between the religious and the civil , female and male , and state and community in the streets of a small Italian town .","I/PRP address/VBP this/DT question/NN by/IN telling/VBG more/RBR about/IN these/DT singing/NN older/JJR women/NNS and/CC these/DT clamorous/NNS younger/JJR men/NNS ,/, amplifying/VBG some/DT of/IN the/DT tensions/NNS to/TO be/VB heard/VBN ,/, seen/VBN ,/, and/CC smelled/VBG at/IN play/NN between/IN the/DT religious/JJ and/CC the/DT civil/JJ ,/, female/JJ and/CC male/JJ ,/, and/CC state/NN and/CC community/NN in/IN the/DT streets/NNS of/IN a/DT small/JJ Italian/JJ town/NN ./."," nsubj(address-2, I-1) root(ROOT-0, address-2) det(question-4, this-3) dobj(address-2, question-4) mark(telling-6, by-5) advcl(address-2, telling-6) advmod(telling-6, more-7) case(singing-10, about-8) det(singing-10, these-9) nmod:about(telling-6, singing-10) amod(women-12, older-11) dep(singing-10, women-12) cc(singing-10, and-13) det(clamorous-15, these-14) nmod:about(telling-6, clamorous-15) conj:and(singing-10, clamorous-15) amod(men-17, younger-16) dep(clamorous-15, men-17) advcl(address-2, amplifying-19) conj:and(telling-6, amplifying-19) dobj(amplifying-19, some-20) case(tensions-23, of-21) det(tensions-23, the-22) nmod:of(some-20, tensions-23) mark(heard-26, to-24) auxpass(heard-26, be-25) advcl(amplifying-19, heard-26) dep(heard-26, seen-28) cc(telling-6, and-30) advcl(address-2, smelled-31) conj:and(telling-6, smelled-31) case(play-33, at-32) nmod:at(smelled-31, play-33) case(religious-36, between-34) det(religious-36, the-35) nmod:between(play-33, religious-36) cc(play-33, and-37) det(civil-39, the-38) nmod:at(smelled-31, civil-39) conj:and(play-33, civil-39) conj:and(play-33, female-41) conj:and(civil-39, female-41) cc(civil-39, and-42) conj:and(play-33, male-43) conj:and(civil-39, male-43) cc(civil-39, and-45) conj:and(play-33, state-46) conj:and(civil-39, state-46) cc(state-46, and-47) conj:and(civil-39, community-48) conj:and(state-46, community-48) case(streets-51, in-49) det(streets-51, the-50) nmod:in(state-46, streets-51) case(town-56, of-52) det(town-56, a-53) amod(town-56, small-54) amod(town-56, Italian-55) nmod:of(streets-51, town-56)  "
The processions are generally led by the priorissas singing the rosary and carrying the magnificent embroidered banners of their four companies .,The/DT processions/NNS are/VBP generally/RB led/VBN by/IN the/DT priorissas/NNS singing/VBG the/DT rosary/NN and/CC carrying/VBG the/DT magnificent/JJ embroidered/JJ banners/NNS of/IN their/PRP$ four/CD companies/NNS ./.," det(processions-2, The-1) nsubjpass(led-5, processions-2) auxpass(led-5, are-3) advmod(led-5, generally-4) root(ROOT-0, led-5) mark(singing-9, by-6) det(priorissas-8, the-7) nsubj(singing-9, priorissas-8) nsubj(carrying-13, priorissas-8) advcl(led-5, singing-9) det(rosary-11, the-10) dobj(singing-9, rosary-11) cc(singing-9, and-12) advcl(led-5, carrying-13) conj:and(singing-9, carrying-13) det(banners-17, the-14) amod(banners-17, magnificent-15) amod(banners-17, embroidered-16) dobj(carrying-13, banners-17) case(companies-21, of-18) nmod:poss(companies-21, their-19) nummod(companies-21, four-20) nmod:of(banners-17, companies-21)  "
"Later she gives money and says , "" nice "" to a singing street artist .","Later/RB she/PRP gives/VBZ money/NN and/CC says/VBZ ,/, ''/'' nice/JJ ''/'' to/TO a/DT singing/NN street/NN artist/VBZ ./."," advmod(gives-3, Later-1) nsubj(gives-3, she-2) nsubj(says-6, she-2) ccomp(artist-15, gives-3) dobj(gives-3, money-4) cc(gives-3, and-5) conj:and(gives-3, says-6) ccomp(artist-15, says-6) amod(street-14, nice-9) case(singing-13, to-11) det(singing-13, a-12) nmod:to(nice-9, singing-13) nsubj(artist-15, street-14) root(ROOT-0, artist-15)  "
Many others ( particularly the young people ) stay for the singing and dancing which continue until dawn .,Many/JJ others/NNS -LRB-/-LRB- particularly/RB the/DT young/JJ people/NNS -RRB-/-RRB- stay/VBP for/IN the/DT singing/NN and/CC dancing/NN which/WDT continue/VBP until/IN dawn/NN ./.," amod(others-2, Many-1) nsubj(stay-9, others-2) dep(people-7, particularly-4) det(people-7, the-5) amod(people-7, young-6) appos(others-2, people-7) root(ROOT-0, stay-9) case(singing-12, for-10) det(singing-12, the-11) nmod:for(stay-9, singing-12) nsubj(continue-16, singing-12) cc(singing-12, and-13) nmod:for(stay-9, dancing-14) conj:and(singing-12, dancing-14) nsubj(continue-16, dancing-14) ref(singing-12, which-15) acl:relcl(singing-12, continue-16) case(dawn-18, until-17) nmod:until(continue-16, dawn-18)  "
"According to McKnight , "" you will know that you are in community if you often hear laughter and singing .","According/VBG to/TO McKnight/NNP ,/, ''/'' you/PRP will/MD know/VB that/IN you/PRP are/VBP in/IN community/NN if/IN you/PRP often/RB hear/VBP laughter/NN and/CC singing/NN ./."," case(McKnight-3, According-1) mwe(According-1, to-2) nmod:according_to(know-8, McKnight-3) nsubj(know-8, you-6) aux(know-8, will-7) root(ROOT-0, know-8) mark(community-13, that-9) nsubj(community-13, you-10) cop(community-13, are-11) case(community-13, in-12) ccomp(know-8, community-13) mark(hear-17, if-14) nsubj(hear-17, you-15) advmod(hear-17, often-16) advcl(community-13, hear-17) dobj(hear-17, laughter-18) cc(laughter-18, and-19) dobj(hear-17, singing-20) conj:and(laughter-18, singing-20)  "
"Against the backdrop of the smooth , lazy harmonies associated with R &; B , the story is told through the juxtaposition of sepia-tinted flashbacks of childhood scenes with cuts of the unfolding narrative and cuts of the group singing .","Against/IN the/DT backdrop/NN of/IN the/DT smooth/JJ ,/, lazy/JJ harmonies/NNS associated/VBN with/IN R/CD &/CC ;/: B/NNP ,/, the/DT story/NN is/VBZ told/VBN through/IN the/DT juxtaposition/NN of/IN sepia-tinted/JJ flashbacks/NNS of/IN childhood/NN scenes/NNS with/IN cuts/NNS of/IN the/DT unfolding/VBG narrative/NN and/CC cuts/NNS of/IN the/DT group/NN singing/NN ./."," case(backdrop-3, Against-1) det(backdrop-3, the-2) nmod:against(told-20, backdrop-3) case(harmonies-9, of-4) det(harmonies-9, the-5) amod(harmonies-9, smooth-6) amod(harmonies-9, lazy-8) nmod:of(backdrop-3, harmonies-9) acl(harmonies-9, associated-10) case(R-12, with-11) nmod:with(associated-10, R-12) cc(R-12, &-13) dep(R-12, B-15) det(story-18, the-17) nsubjpass(told-20, story-18) auxpass(told-20, is-19) root(ROOT-0, told-20) case(juxtaposition-23, through-21) det(juxtaposition-23, the-22) nmod:through(told-20, juxtaposition-23) case(flashbacks-26, of-24) amod(flashbacks-26, sepia-tinted-25) nmod:of(juxtaposition-23, flashbacks-26) case(scenes-29, of-27) compound(scenes-29, childhood-28) nmod:of(flashbacks-26, scenes-29) case(cuts-31, with-30) nmod:with(told-20, cuts-31) case(narrative-35, of-32) det(narrative-35, the-33) amod(narrative-35, unfolding-34) nmod:of(cuts-31, narrative-35) cc(narrative-35, and-36) nmod:of(cuts-31, cuts-37) conj:and(narrative-35, cuts-37) case(singing-41, of-38) det(singing-41, the-39) compound(singing-41, group-40) nmod:of(cuts-37, singing-41)  "
"Beginning improvisational activities include spontaneous , unchoreographed movement to music and unconstrained singing and harmonization of familiar tunes .","Beginning/VBG improvisational/JJ activities/NNS include/VBP spontaneous/JJ ,/, unchoreographed/JJ movement/NN to/TO music/NN and/CC unconstrained/VBD singing/NN and/CC harmonization/NN of/IN familiar/JJ tunes/NNS ./."," csubj(include-4, Beginning-1) csubj(unconstrained-12, Beginning-1) amod(activities-3, improvisational-2) dobj(Beginning-1, activities-3) root(ROOT-0, include-4) amod(movement-8, spontaneous-5) amod(movement-8, unchoreographed-7) dobj(include-4, movement-8) case(music-10, to-9) nmod:to(movement-8, music-10) cc(include-4, and-11) conj:and(include-4, unconstrained-12) dobj(unconstrained-12, singing-13) cc(singing-13, and-14) dobj(unconstrained-12, harmonization-15) conj:and(singing-13, harmonization-15) case(tunes-18, of-16) amod(tunes-18, familiar-17) nmod:of(singing-13, tunes-18)  "
"Music educators can ask students to tell them what they have read in the music by having them express it through singing , moving , creating , and improvising .","Music/NNP educators/NNS can/MD ask/VB students/NNS to/TO tell/VB them/PRP what/WP they/PRP have/VBP read/VBN in/IN the/DT music/NN by/IN having/VBG them/PRP express/VB it/PRP through/IN singing/VBG ,/, moving/VBG ,/, creating/VBG ,/, and/CC improvising/VBG ./."," compound(educators-2, Music-1) nsubj(ask-4, educators-2) aux(ask-4, can-3) root(ROOT-0, ask-4) dobj(ask-4, students-5) nsubj(tell-7, students-5) mark(tell-7, to-6) xcomp(ask-4, tell-7) dobj(tell-7, them-8) dobj(read-12, what-9) nsubj(read-12, they-10) aux(read-12, have-11) ccomp(tell-7, read-12) case(music-15, in-13) det(music-15, the-14) nmod:in(read-12, music-15) mark(having-17, by-16) advcl(read-12, having-17) nsubj(express-19, them-18) ccomp(having-17, express-19) dobj(express-19, it-20) mark(singing-22, through-21) advcl(express-19, singing-22) advcl(express-19, moving-24) conj:and(singing-22, moving-24) advcl(express-19, creating-26) conj:and(singing-22, creating-26) cc(singing-22, and-28) advcl(express-19, improvising-29) conj:and(singing-22, improvising-29)  "
Help students learn to understand harmonic progressions by singing and playing bass lines and harmony parts to familiar tunes .,Help/NN students/NNS learn/VBP to/TO understand/VB harmonic/JJ progressions/NNS by/IN singing/VBG and/CC playing/VBG bass/NN lines/NNS and/CC harmony/NN parts/NNS to/TO familiar/JJ tunes/NNS ./.," compound(students-2, Help-1) nsubj(learn-3, students-2) nsubj(understand-5, students-2) root(ROOT-0, learn-3) mark(understand-5, to-4) xcomp(learn-3, understand-5) amod(progressions-7, harmonic-6) dobj(understand-5, progressions-7) mark(singing-9, by-8) advcl(understand-5, singing-9) cc(singing-9, and-10) advcl(understand-5, playing-11) conj:and(singing-9, playing-11) compound(lines-13, bass-12) dobj(singing-9, lines-13) cc(lines-13, and-14) compound(parts-16, harmony-15) dobj(singing-9, parts-16) conj:and(lines-13, parts-16) case(tunes-19, to-17) amod(tunes-19, familiar-18) nmod:to(singing-9, tunes-19)  "
"When a boy 's voice started to change and lose its high range at the onset of adolescence , however , he was immediately removed from the choir and instructed to stop singing if he wanted to protect his developing adult voice .","When/WRB a/DT boy/NN 's/POS voice/NN started/VBD to/TO change/VB and/CC lose/VB its/PRP$ high/JJ range/NN at/IN the/DT onset/NN of/IN adolescence/NN ,/, however/RB ,/, he/PRP was/VBD immediately/RB removed/VBN from/IN the/DT choir/NN and/CC instructed/VBN to/TO stop/VB singing/VBG if/IN he/PRP wanted/VBD to/TO protect/VB his/PRP$ developing/VBG adult/NN voice/NN ./."," advmod(started-6, When-1) det(boy-3, a-2) nmod:poss(voice-5, boy-3) case(boy-3, 's-4) nsubj(started-6, voice-5) nsubj(change-8, voice-5) nsubj(lose-10, voice-5) advcl(removed-25, started-6) mark(change-8, to-7) xcomp(started-6, change-8) cc(change-8, and-9) xcomp(started-6, lose-10) conj:and(change-8, lose-10) nmod:poss(range-13, its-11) amod(range-13, high-12) dobj(change-8, range-13) case(onset-16, at-14) det(onset-16, the-15) nmod:at(change-8, onset-16) case(adolescence-18, of-17) nmod:of(onset-16, adolescence-18) advmod(removed-25, however-20) nsubjpass(removed-25, he-22) nsubjpass(instructed-30, he-22) nsubj(stop-32, he-22) auxpass(removed-25, was-23) advmod(removed-25, immediately-24) root(ROOT-0, removed-25) case(choir-28, from-26) det(choir-28, the-27) nmod:from(removed-25, choir-28) cc(removed-25, and-29) conj:and(removed-25, instructed-30) mark(stop-32, to-31) xcomp(instructed-30, stop-32) xcomp(stop-32, singing-33) mark(wanted-36, if-34) nsubj(wanted-36, he-35) nsubj(protect-38, he-35) advcl(singing-33, wanted-36) mark(protect-38, to-37) xcomp(wanted-36, protect-38) nmod:poss(voice-42, his-39) amod(voice-42, developing-40) compound(voice-42, adult-41) dobj(protect-38, voice-42)  "
"For the first thousand years and more of choral history , then , countless numbers of young , highly trained singers gave up choral singing altogether , discouraged and disappointed .","For/IN the/DT first/JJ thousand/CD years/NNS and/CC more/JJR of/IN choral/JJ history/NN ,/, then/RB ,/, countless/JJ numbers/NNS of/IN young/JJ ,/, highly/RB trained/JJ singers/NNS gave/VBD up/RP choral/NN singing/VBG altogether/RB ,/, discouraged/JJ and/CC disappointed/JJ ./."," case(years-5, For-1) det(years-5, the-2) amod(years-5, first-3) nummod(years-5, thousand-4) nmod:for(gave-22, years-5) cc(years-5, and-6) conj:and(years-5, more-7) nmod:for(gave-22, more-7) case(history-10, of-8) amod(history-10, choral-9) nmod:of(more-7, history-10) advmod(gave-22, then-12) amod(numbers-15, countless-14) nsubj(gave-22, numbers-15) case(singers-21, of-16) amod(singers-21, young-17) advmod(trained-20, highly-19) amod(singers-21, trained-20) nmod:of(numbers-15, singers-21) root(ROOT-0, gave-22) compound:prt(gave-22, up-23) dobj(gave-22, choral-24) acl(choral-24, singing-25) xcomp(singing-25, altogether-26) xcomp(singing-25, discouraged-28) conj:and(altogether-26, discouraged-28) cc(altogether-26, and-29) xcomp(singing-25, disappointed-30) conj:and(altogether-26, disappointed-30)  "
"According to McKenzie , a soprano II boy showed signs of an adolescent speaking voice , while an alto-tenor boy had a noticeably lower speaking and singing voice .","According/VBG to/TO McKenzie/NNP ,/, a/DT soprano/NNP II/NNP boy/NN showed/VBD signs/NNS of/IN an/DT adolescent/JJ speaking/NN voice/NN ,/, while/IN an/DT alto-tenor/JJ boy/NN had/VBD a/DT noticeably/RB lower/JJR speaking/NN and/CC singing/NN voice/NN ./."," case(McKenzie-3, According-1) mwe(According-1, to-2) nmod:according_to(showed-9, McKenzie-3) det(boy-8, a-5) compound(boy-8, soprano-6) compound(boy-8, II-7) nsubj(showed-9, boy-8) root(ROOT-0, showed-9) dobj(showed-9, signs-10) case(voice-15, of-11) det(voice-15, an-12) amod(voice-15, adolescent-13) compound(voice-15, speaking-14) nmod:of(signs-10, voice-15) mark(had-21, while-17) det(boy-20, an-18) amod(boy-20, alto-tenor-19) nsubj(had-21, boy-20) advcl(showed-9, had-21) det(speaking-25, a-22) advmod(lower-24, noticeably-23) amod(speaking-25, lower-24) dobj(had-21, speaking-25) cc(speaking-25, and-26) compound(voice-28, singing-27) dobj(had-21, voice-28) conj:and(speaking-25, voice-28)  "
"Walking up and down the rows , he listened for boys who sang an octave below the treble range and tapped them on the shoulder to indicate to them that they should stop singing .","Walking/VBG up/RP and/CC down/RP the/DT rows/NNS ,/, he/PRP listened/VBD for/IN boys/NNS who/WP sang/VBD an/DT octave/JJ below/IN the/DT treble/JJ range/NN and/CC tapped/VBD them/PRP on/IN the/DT shoulder/NN to/TO indicate/VB to/TO them/PRP that/IN they/PRP should/MD stop/VB singing/NN ./."," advcl(listened-9, Walking-1) compound:prt(Walking-1, up-2) cc(up-2, and-3) dep(up-2, down-4) det(rows-6, the-5) dobj(Walking-1, rows-6) nsubj(listened-9, he-8) root(ROOT-0, listened-9) case(boys-11, for-10) nmod:for(listened-9, boys-11) nsubj(sang-13, boys-11) nsubj(tapped-21, boys-11) ref(boys-11, who-12) acl:relcl(boys-11, sang-13) det(octave-15, an-14) dobj(sang-13, octave-15) case(range-19, below-16) det(range-19, the-17) amod(range-19, treble-18) nmod:below(sang-13, range-19) cc(sang-13, and-20) acl:relcl(boys-11, tapped-21) conj:and(sang-13, tapped-21) dobj(tapped-21, them-22) case(shoulder-25, on-23) det(shoulder-25, the-24) nmod:on(tapped-21, shoulder-25) mark(indicate-27, to-26) acl(shoulder-25, indicate-27) case(them-29, to-28) nmod:to(indicate-27, them-29) mark(stop-33, that-30) nsubj(stop-33, they-31) aux(stop-33, should-32) ccomp(indicate-27, stop-33) dobj(stop-33, singing-34)  "
Each stage has a documented tessitura -- a set of pitches that can be sung comfortably -- as well as a wider singing range .,Each/DT stage/NN has/VBZ a/DT documented/VBN tessitura/NN --/: a/DT set/NN of/IN pitches/NNS that/WDT can/MD be/VB sung/VBN comfortably/RB --/: as/RB well/RB as/IN a/DT wider/JJR singing/NN range/NN ./.," det(stage-2, Each-1) nsubj(has-3, stage-2) root(ROOT-0, has-3) det(tessitura-6, a-4) amod(tessitura-6, documented-5) dobj(has-3, tessitura-6) det(set-9, a-8) dep(tessitura-6, set-9) case(pitches-11, of-10) nmod:of(set-9, pitches-11) nsubjpass(sung-15, pitches-11) ref(pitches-11, that-12) aux(sung-15, can-13) auxpass(sung-15, be-14) acl:relcl(pitches-11, sung-15) advmod(sung-15, comfortably-16) cc(tessitura-6, as-18) mwe(as-18, well-19) mwe(as-18, as-20) det(range-24, a-21) amod(range-24, wider-22) compound(range-24, singing-23) dobj(has-3, range-24) conj:and(tessitura-6, range-24)  "
"A second-stage girl is in the **27;1691;TOOLONG period , characterized by first signs of breathiness , or she is in the puberty/post-menarcheal period , or the peak of mutation , which is characterized by unpredictable changes in range and ease of singing .","A/DT second-stage/JJ girl/NN is/VBZ in/IN the/DT **/JJ 27/CD ;/: 1691/CD ;/: TOOLONG/VBG period/NN ,/, characterized/VBD by/IN first/JJ signs/NNS of/IN breathiness/NNS ,/, or/CC she/PRP is/VBZ in/IN the/DT puberty/post-menarcheal/JJ period/NN ,/, or/CC the/DT peak/NN of/IN mutation/NN ,/, which/WDT is/VBZ characterized/VBN by/IN unpredictable/JJ changes/NNS in/IN range/NN and/CC ease/NN of/IN singing/NN ./."," det(girl-3, A-1) amod(girl-3, second-stage-2) nsubj(27-8, girl-3) cop(27-8, is-4) case(27-8, in-5) det(27-8, the-6) amod(27-8, **-7) root(ROOT-0, 27-8) nsubj(characterized-15, 1691-10) parataxis(characterized-15, TOOLONG-12) dobj(TOOLONG-12, period-13) parataxis(27-8, characterized-15) case(signs-18, by-16) amod(signs-18, first-17) nmod:by(characterized-15, signs-18) case(breathiness-20, of-19) nmod:of(signs-18, breathiness-20) cc(characterized-15, or-22) nsubj(period-28, she-23) cop(period-28, is-24) case(period-28, in-25) det(period-28, the-26) amod(period-28, puberty/post-menarcheal-27) parataxis(27-8, period-28) conj:or(characterized-15, period-28) cc(period-28, or-30) det(peak-32, the-31) conj:or(characterized-15, peak-32) conj:or(period-28, peak-32) case(mutation-34, of-33) nmod:of(peak-32, mutation-34) nsubjpass(characterized-38, mutation-34) ref(mutation-34, which-36) auxpass(characterized-38, is-37) acl:relcl(mutation-34, characterized-38) case(changes-41, by-39) amod(changes-41, unpredictable-40) nmod:by(characterized-38, changes-41) case(range-43, in-42) nmod:in(changes-41, range-43) cc(range-43, and-44) nmod:in(changes-41, ease-45) conj:and(range-43, ease-45) case(singing-47, of-46) nmod:of(range-43, singing-47)  "
Phillips advocated a full K-12 curriculum of vocal technique to encourage muscle development and easy singing from the beginning .,Phillips/NNP advocated/VBD a/DT full/JJ K-12/NN curriculum/NN of/IN vocal/JJ technique/NN to/TO encourage/VB muscle/NN development/NN and/CC easy/JJ singing/NN from/IN the/DT beginning/NN ./.," nsubj(advocated-2, Phillips-1) root(ROOT-0, advocated-2) det(curriculum-6, a-3) amod(curriculum-6, full-4) compound(curriculum-6, K-12-5) dobj(advocated-2, curriculum-6) case(technique-9, of-7) amod(technique-9, vocal-8) nmod:of(curriculum-6, technique-9) mark(encourage-11, to-10) advcl(advocated-2, encourage-11) compound(development-13, muscle-12) dobj(encourage-11, development-13) cc(development-13, and-14) amod(singing-16, easy-15) dobj(encourage-11, singing-16) conj:and(development-13, singing-16) case(beginning-19, from-17) det(beginning-19, the-18) nmod:from(encourage-11, beginning-19)  "
"He believed that students who are comfortable with their singing voices will risk "" singing through the change , "" staying in choirs when their voices crack .","He/PRP believed/VBD that/IN students/NNS who/WP are/VBP comfortable/JJ with/IN their/PRP$ singing/NN voices/NNS will/MD risk/VB ''/'' singing/NN through/IN the/DT change/NN ,/, ''/'' staying/VBG in/IN choirs/NNS when/WRB their/PRP$ voices/NNS crack/VBP ./."," nsubj(believed-2, He-1) root(ROOT-0, believed-2) mark(risk-13, that-3) nsubj(comfortable-7, students-4) nsubj(risk-13, students-4) ref(students-4, who-5) cop(comfortable-7, are-6) acl:relcl(students-4, comfortable-7) case(voices-11, with-8) nmod:poss(voices-11, their-9) compound(voices-11, singing-10) nmod:with(comfortable-7, voices-11) aux(risk-13, will-12) ccomp(believed-2, risk-13) dobj(risk-13, singing-15) case(change-18, through-16) det(change-18, the-17) nmod:through(risk-13, change-18) acl(change-18, staying-21) case(choirs-23, in-22) nmod:in(staying-21, choirs-23) advmod(crack-27, when-24) nmod:poss(voices-26, their-25) nsubj(crack-27, voices-26) acl:relcl(change-18, crack-27)  "
