sent,tags,parse
The Shipibo are being forced to choose between buying tuberculosis medicine for people like Julia and building schools for their children .,The/DT Shipibo/NNP are/VBP being/VBG forced/VBN to/TO choose/VB between/IN buying/VBG tuberculosis/NNP medicine/NN for/IN people/NNS like/IN Julia/NNP and/CC building/VBG schools/NNS for/IN their/PRP$ children/NNS ./.," det(Shipibo-2, The-1) nsubjpass(forced-5, Shipibo-2) nsubj(choose-7, Shipibo-2) aux(forced-5, are-3) auxpass(forced-5, being-4) root(ROOT-0, forced-5) mark(choose-7, to-6) xcomp(forced-5, choose-7) mark(buying-9, between-8) advcl(choose-7, buying-9) compound(medicine-11, tuberculosis-10) dobj(buying-9, medicine-11) case(people-13, for-12) nmod:for(buying-9, people-13) case(Julia-15, like-14) nmod:like(people-13, Julia-15) cc(buying-9, and-16) advcl(choose-7, building-17) conj:and(buying-9, building-17) dobj(building-17, schools-18) case(children-21, for-19) nmod:poss(children-21, their-20) nmod:for(schools-18, children-21)  "
"By then Elgin was at large in Paris again , though still restricted to France , and busily buying art .","By/IN then/RB Elgin/NNP was/VBD at/IN large/JJ in/IN Paris/NNP again/RB ,/, though/IN still/RB restricted/VBN to/TO France/NNP ,/, and/CC busily/RB buying/VBG art/NN ./."," case(then-2, By-1) nmod:by(large-6, then-2) nsubj(large-6, Elgin-3) cop(large-6, was-4) case(large-6, at-5) root(ROOT-0, large-6) case(Paris-8, in-7) nmod:in(large-6, Paris-8) advmod(large-6, again-9) mark(restricted-13, though-11) advmod(restricted-13, still-12) advcl(large-6, restricted-13) case(France-15, to-14) nmod:to(restricted-13, France-15) cc(restricted-13, and-17) advmod(buying-19, busily-18) advcl(large-6, buying-19) conj:and(restricted-13, buying-19) dobj(buying-19, art-20)  "
"Though Willys marketed jeep station wagons and even a short-lived sports car , the jeepster , the postwar car-buying public preferred bigger , more stylishly molded cars .","Though/IN Willys/NNP marketed/VBD jeep/NN station/NN wagons/NNS and/CC even/RB a/DT short-lived/JJ sports/NNS car/NN ,/, the/DT jeepster/NN ,/, the/DT postwar/JJ car-buying/JJ public/NN preferred/VBD bigger/JJR ,/, more/JJR stylishly/RB molded/JJ cars/NNS ./."," mark(marketed-3, Though-1) nsubj(marketed-3, Willys-2) advcl(preferred-21, marketed-3) compound(wagons-6, jeep-4) compound(wagons-6, station-5) dobj(marketed-3, wagons-6) cc(wagons-6, and-7) advmod(wagons-6, even-8) det(car-12, a-9) amod(car-12, short-lived-10) compound(car-12, sports-11) dep(wagons-6, car-12) det(jeepster-15, the-14) appos(car-12, jeepster-15) det(public-20, the-17) amod(public-20, postwar-18) amod(public-20, car-buying-19) nsubj(preferred-21, public-20) root(ROOT-0, preferred-21) dep(more-24, bigger-22) amod(cars-27, more-24) advmod(molded-26, stylishly-25) amod(cars-27, molded-26) dobj(preferred-21, cars-27)  "
Three-quarters of consumers are already buying reduced-fat dairy products .,Three-quarters/NNS of/IN consumers/NNS are/VBP already/RB buying/VBG reduced-fat/JJ dairy/NN products/NNS ./.," nsubj(buying-6, Three-quarters-1) case(consumers-3, of-2) nmod:of(Three-quarters-1, consumers-3) aux(buying-6, are-4) advmod(buying-6, already-5) root(ROOT-0, buying-6) amod(products-9, reduced-fat-7) compound(products-9, dairy-8) dobj(buying-6, products-9)  "
"<p> 
##2037992 It 's not like buying a car .",<p>/NN ##/NNS 2037992/VBD It/PRP 's/VBZ not/RB like/IN buying/VBG a/DT car/NN ./.," compound(##-2, <p>-1) nsubj(2037992-3, ##-2) root(ROOT-0, 2037992-3) nsubj(buying-8, It-4) cop(buying-8, 's-5) neg(buying-8, not-6) mark(buying-8, like-7) ccomp(2037992-3, buying-8) det(car-10, a-9) dobj(buying-8, car-10)  "
"Jerry Caulder of Mycogen , a San Diego biotech company , notes that most firms like his are too new and unprofitable to consider tax credits when buying equipment .","Jerry/NNP Caulder/NNP of/IN Mycogen/NNP ,/, a/DT San/NNP Diego/NNP biotech/JJ company/NN ,/, notes/VBZ that/IN most/JJS firms/NNS like/VBP his/PRP$ are/VBP too/RB new/JJ and/CC unprofitable/JJ to/TO consider/VB tax/NN credits/NNS when/WRB buying/VBG equipment/NN ./."," compound(Caulder-2, Jerry-1) nsubj(notes-12, Caulder-2) case(Mycogen-4, of-3) nmod:of(Caulder-2, Mycogen-4) det(company-10, a-6) compound(company-10, San-7) compound(company-10, Diego-8) amod(company-10, biotech-9) appos(Caulder-2, company-10) root(ROOT-0, notes-12) mark(like-16, that-13) amod(firms-15, most-14) nsubj(like-16, firms-15) ccomp(notes-12, like-16) nsubj(new-20, his-17) nsubj(unprofitable-22, his-17) nsubj(consider-24, his-17) cop(new-20, are-18) advmod(new-20, too-19) ccomp(like-16, new-20) cc(new-20, and-21) ccomp(like-16, unprofitable-22) conj:and(new-20, unprofitable-22) mark(consider-24, to-23) xcomp(new-20, consider-24) compound(credits-26, tax-25) dobj(consider-24, credits-26) advmod(buying-28, when-27) advcl(consider-24, buying-28) dobj(buying-28, equipment-29)  "
"Taiwan Aerospace last year proposed buying up to 40 percent of ailing McDonnell Douglas 's commercial unit , and though the deal fell through , Clinton adviser Tyson says the United States should be prepared to scrutinize such a deal and negotiate for America 's best interests .","Taiwan/NNP Aerospace/NNP last/JJ year/NN proposed/VBD buying/VBG up/RP to/TO 40/CD percent/NN of/IN ailing/JJ McDonnell/NNP Douglas/NNP 's/POS commercial/JJ unit/NN ,/, and/CC though/IN the/DT deal/NN fell/VBD through/RP ,/, Clinton/NNP adviser/NN Tyson/NNP says/VBZ the/DT United/NNP States/NNPS should/MD be/VB prepared/VBN to/TO scrutinize/VB such/PDT a/DT deal/NN and/CC negotiate/VB for/IN America/NNP 's/POS best/JJS interests/NNS ./."," compound(Aerospace-2, Taiwan-1) nsubj(proposed-5, Aerospace-2) amod(year-4, last-3) nmod:tmod(proposed-5, year-4) root(ROOT-0, proposed-5) xcomp(proposed-5, buying-6) compound:prt(buying-6, up-7) case(percent-10, to-8) nummod(percent-10, 40-9) nmod:to(buying-6, percent-10) case(unit-17, of-11) amod(Douglas-14, ailing-12) compound(Douglas-14, McDonnell-13) nmod:poss(unit-17, Douglas-14) case(Douglas-14, 's-15) amod(unit-17, commercial-16) nmod:of(percent-10, unit-17) cc(proposed-5, and-19) mark(fell-23, though-20) det(deal-22, the-21) nsubj(fell-23, deal-22) advcl(says-29, fell-23) compound:prt(fell-23, through-24) compound(Tyson-28, Clinton-26) compound(Tyson-28, adviser-27) nsubj(says-29, Tyson-28) conj:and(proposed-5, says-29) det(States-32, the-30) compound(States-32, United-31) nsubjpass(prepared-35, States-32) nsubj(scrutinize-37, States-32) nsubj(negotiate-42, States-32) aux(prepared-35, should-33) auxpass(prepared-35, be-34) ccomp(says-29, prepared-35) mark(scrutinize-37, to-36) xcomp(prepared-35, scrutinize-37) det:predet(deal-40, such-38) det(deal-40, a-39) dobj(scrutinize-37, deal-40) cc(scrutinize-37, and-41) xcomp(prepared-35, negotiate-42) conj:and(scrutinize-37, negotiate-42) case(interests-47, for-43) nmod:poss(interests-47, America-44) case(America-44, 's-45) amod(interests-47, best-46) nmod:for(negotiate-42, interests-47)  "
"Since prices and yields move in opposite directions , a rate rise would be a buying opportunity ; investors could lock in a high yield and might realize a nice capital gain if Micheletti 's forecast of 6.5 percent rates by late ' 93 comes true .","Since/IN prices/NNS and/CC yields/NNS move/VBP in/IN opposite/JJ directions/NNS ,/, a/DT rate/NN rise/NN would/MD be/VB a/DT buying/NN opportunity/NN ;/: investors/NNS could/MD lock/VB in/IN a/DT high/JJ yield/NN and/CC might/MD realize/VB a/DT nice/JJ capital/NN gain/NN if/IN Micheletti/NNP 's/POS forecast/NN of/IN 6.5/CD percent/NN rates/NNS by/IN late/JJ '/POS 93/CD comes/VBZ true/JJ ./."," mark(move-5, Since-1) nsubj(move-5, prices-2) cc(prices-2, and-3) conj:and(prices-2, yields-4) nsubj(move-5, yields-4) advcl(opportunity-17, move-5) case(directions-8, in-6) amod(directions-8, opposite-7) nmod:in(move-5, directions-8) det(rise-12, a-10) compound(rise-12, rate-11) nsubj(opportunity-17, rise-12) aux(opportunity-17, would-13) cop(opportunity-17, be-14) det(opportunity-17, a-15) compound(opportunity-17, buying-16) root(ROOT-0, opportunity-17) nsubj(lock-21, investors-19) nsubj(realize-28, investors-19) aux(lock-21, could-20) parataxis(opportunity-17, lock-21) case(yield-25, in-22) det(yield-25, a-23) amod(yield-25, high-24) nmod:in(lock-21, yield-25) cc(lock-21, and-26) aux(realize-28, might-27) parataxis(opportunity-17, realize-28) conj:and(lock-21, realize-28) det(gain-32, a-29) amod(gain-32, nice-30) compound(gain-32, capital-31) dobj(realize-28, gain-32) mark(comes-45, if-33) nmod:poss(forecast-36, Micheletti-34) case(Micheletti-34, 's-35) nsubj(comes-45, forecast-36) case(rates-40, of-37) nummod(rates-40, 6.5-38) compound(rates-40, percent-39) nmod:of(forecast-36, rates-40) case(late-42, by-41) nmod:'(rates-40, late-42) case(late-42, '-43) nummod(late-42, 93-44) advcl(realize-28, comes-45) xcomp(comes-45, true-46)  "
Read the box before buying .,Read/VB the/DT box/NN before/IN buying/NN ./.," root(ROOT-0, Read-1) det(box-3, the-2) dobj(Read-1, box-3) case(buying-5, before-4) nmod:before(Read-1, buying-5)  "
"Publisher-specified age ranges for the programs are included , though parents might want to take the kids to a software store that lets them play before buying .","Publisher-specified/JJ age/NN ranges/NNS for/IN the/DT programs/NNS are/VBP included/VBN ,/, though/IN parents/NNS might/MD want/VB to/TO take/VB the/DT kids/NNS to/TO a/DT software/NN store/NN that/WDT lets/VBZ them/PRP play/VB before/IN buying/NN ./."," amod(ranges-3, Publisher-specified-1) compound(ranges-3, age-2) nsubjpass(included-8, ranges-3) case(programs-6, for-4) det(programs-6, the-5) nmod:for(ranges-3, programs-6) auxpass(included-8, are-7) root(ROOT-0, included-8) mark(want-13, though-10) nsubj(want-13, parents-11) nsubj(take-15, parents-11) aux(want-13, might-12) advcl(included-8, want-13) mark(take-15, to-14) xcomp(want-13, take-15) det(kids-17, the-16) dobj(take-15, kids-17) case(store-21, to-18) det(store-21, a-19) compound(store-21, software-20) nmod:to(take-15, store-21) nsubj(lets-23, store-21) ref(store-21, that-22) acl:relcl(store-21, lets-23) nsubj(play-25, them-24) ccomp(lets-23, play-25) case(buying-27, before-26) nmod:before(play-25, buying-27)  "
"If you need cash and the fund is n't buying , tough .","If/IN you/PRP need/VBP cash/NN and/CC the/DT fund/NN is/VBZ n't/RB buying/VBG ,/, tough/JJ ./."," mark(need-3, If-1) nsubj(need-3, you-2) csubj(buying-10, need-3) dobj(need-3, cash-4) cc(cash-4, and-5) det(fund-7, the-6) dobj(need-3, fund-7) conj:and(cash-4, fund-7) aux(buying-10, is-8) neg(buying-10, n't-9) root(ROOT-0, buying-10) advmod(buying-10, tough-12)  "
"In six of their twelve years , they might think of something- the national interest , perhaps-other than buying votes with the voters ' money . ""","In/IN six/CD of/IN their/PRP$ twelve/CD years/NNS ,/, they/PRP might/MD think/VB of/IN something/NN -/: the/DT national/JJ interest/NN ,/, perhaps-other/NN than/IN buying/VBG votes/NNS with/IN the/DT voters/NNS '/POS money/NN ./. ''/''"," case(six-2, In-1) nmod:in(think-10, six-2) case(years-6, of-3) nmod:poss(years-6, their-4) nummod(years-6, twelve-5) nmod:of(six-2, years-6) nsubj(think-10, they-8) aux(think-10, might-9) root(ROOT-0, think-10) case(something-12, of-11) nmod:of(think-10, something-12) det(interest-16, the-14) amod(interest-16, national-15) dep(something-12, interest-16) appos(interest-16, perhaps-other-18) mark(buying-20, than-19) advcl(think-10, buying-20) dobj(buying-20, votes-21) case(money-26, with-22) det(voters-24, the-23) nmod:poss(money-26, voters-24) case(voters-24, '-25) nmod:with(buying-20, money-26)  "
"That must be a relief for its owner , Metropolitan Life Insurance Company , which is now busily increasing its holdings by buying out small owners in Wyoming 's Big Horn Mountains .","That/DT must/MD be/VB a/DT relief/NN for/IN its/PRP$ owner/NN ,/, Metropolitan/NNP Life/NNP Insurance/NNP Company/NNP ,/, which/WDT is/VBZ now/RB busily/RB increasing/VBG its/PRP$ holdings/NNS by/IN buying/VBG out/RP small/JJ owners/NNS in/IN Wyoming/NNP 's/POS Big/NNP Horn/NNP Mountains/NNPS ./."," nsubj(relief-5, That-1) aux(relief-5, must-2) cop(relief-5, be-3) det(relief-5, a-4) root(ROOT-0, relief-5) case(owner-8, for-6) nmod:poss(owner-8, its-7) nmod:for(relief-5, owner-8) nsubj(increasing-19, owner-8) compound(Company-13, Metropolitan-10) compound(Company-13, Life-11) compound(Company-13, Insurance-12) appos(owner-8, Company-13) ref(owner-8, which-15) aux(increasing-19, is-16) advmod(busily-18, now-17) advmod(increasing-19, busily-18) acl:relcl(owner-8, increasing-19) nmod:poss(holdings-21, its-20) dobj(increasing-19, holdings-21) mark(buying-23, by-22) advcl(increasing-19, buying-23) compound:prt(buying-23, out-24) amod(owners-26, small-25) dobj(buying-23, owners-26) case(Mountains-32, in-27) nmod:poss(Mountains-32, Wyoming-28) case(Wyoming-28, 's-29) compound(Mountains-32, Big-30) compound(Mountains-32, Horn-31) nmod:in(owners-26, Mountains-32)  "
"Television coverage of sporting events could be regulated to keep it universal , preventing cable companies from buying the rights and then broadcasting only to the cable-ready affluent .","Television/NN coverage/NN of/IN sporting/NN events/NNS could/MD be/VB regulated/VBN to/TO keep/VB it/PRP universal/JJ ,/, preventing/VBG cable/NN companies/NNS from/IN buying/VBG the/DT rights/NNS and/CC then/RB broadcasting/VBG only/RB to/TO the/DT cable-ready/JJ affluent/JJ ./."," compound(coverage-2, Television-1) nsubjpass(regulated-8, coverage-2) nsubj(keep-10, coverage-2) case(events-5, of-3) compound(events-5, sporting-4) nmod:of(coverage-2, events-5) aux(regulated-8, could-6) auxpass(regulated-8, be-7) root(ROOT-0, regulated-8) mark(keep-10, to-9) xcomp(regulated-8, keep-10) dobj(keep-10, it-11) amod(it-11, universal-12) ccomp(regulated-8, preventing-14) compound(companies-16, cable-15) dobj(preventing-14, companies-16) mark(buying-18, from-17) advcl(preventing-14, buying-18) det(rights-20, the-19) dobj(buying-18, rights-20) cc(preventing-14, and-21) advmod(broadcasting-23, then-22) ccomp(regulated-8, broadcasting-23) conj:and(preventing-14, broadcasting-23) advmod(broadcasting-23, only-24) case(affluent-28, to-25) det(affluent-28, the-26) amod(affluent-28, cable-ready-27) nmod:to(broadcasting-23, affluent-28)  "
"According to the marketing gurus at DDB Needham , who publish regular reports on American living and buying habits , our urban elite is in the process of a significant style shift -- down -- and the circumstantial evidence is everywhere .","According/VBG to/TO the/DT marketing/NN gurus/NNS at/IN DDB/NNP Needham/NNP ,/, who/WP publish/VB regular/JJ reports/NNS on/IN American/JJ living/NN and/CC buying/NN habits/NNS ,/, our/PRP$ urban/JJ elite/NN is/VBZ in/IN the/DT process/NN of/IN a/DT significant/JJ style/NN shift/NN --/: down/RB --/: and/CC the/DT circumstantial/JJ evidence/NN is/VBZ everywhere/RB ./."," case(gurus-5, According-1) mwe(According-1, to-2) det(gurus-5, the-3) compound(gurus-5, marketing-4) nmod:according_to(process-27, gurus-5) case(Needham-8, at-6) compound(Needham-8, DDB-7) nmod:at(gurus-5, Needham-8) nsubj(publish-11, Needham-8) ref(Needham-8, who-10) acl:relcl(Needham-8, publish-11) amod(reports-13, regular-12) dobj(publish-11, reports-13) case(living-16, on-14) amod(living-16, American-15) nmod:on(publish-11, living-16) cc(living-16, and-17) compound(habits-19, buying-18) nmod:on(publish-11, habits-19) conj:and(living-16, habits-19) nmod:poss(elite-23, our-21) amod(elite-23, urban-22) nsubj(process-27, elite-23) cop(process-27, is-24) case(process-27, in-25) det(process-27, the-26) root(ROOT-0, process-27) case(shift-32, of-28) det(shift-32, a-29) amod(shift-32, significant-30) compound(shift-32, style-31) nmod:of(process-27, shift-32) dep(shift-32, down-34) cc(process-27, and-36) det(evidence-39, the-37) amod(evidence-39, circumstantial-38) nsubj(is-40, evidence-39) conj:and(process-27, is-40) advmod(is-40, everywhere-41)  "
"And while the second-mortgage industry can be a pretty dirty business , to many mainstream banks and S &Ls,; the money to be made from it has proved a great temptation -- so great that they 've helped maintain the home-equity feeding frenzy by bankrolling the tin men : advancing them money for operating expenses and buying up the loans after the ink dries .","And/CC while/IN the/DT second-mortgage/JJ industry/NN can/MD be/VB a/DT pretty/RB dirty/JJ business/NN ,/, to/TO many/JJ mainstream/NN banks/NNS and/CC S/NNP &/CC Ls/NNP ,/, ;/: the/DT money/NN to/TO be/VB made/VBN from/IN it/PRP has/VBZ proved/VBN a/DT great/JJ temptation/NN --/: so/RB great/JJ that/IN they/PRP 've/VBP helped/VBN maintain/VB the/DT home-equity/JJ feeding/VBG frenzy/NN by/IN bankrolling/VBG the/DT tin/NN men/NNS :/: advancing/VBG them/PRP money/NN for/IN operating/VBG expenses/NNS and/CC buying/VBG up/RP the/DT loans/NNS after/IN the/DT ink/NN dries/NNS ./."," cc(proved-31, And-1) mark(business-11, while-2) det(industry-5, the-3) amod(industry-5, second-mortgage-4) nsubj(business-11, industry-5) aux(business-11, can-6) cop(business-11, be-7) det(business-11, a-8) advmod(dirty-10, pretty-9) amod(business-11, dirty-10) csubj(proved-31, business-11) case(banks-16, to-13) amod(banks-16, many-14) compound(banks-16, mainstream-15) nmod:to(business-11, banks-16) cc(banks-16, and-17) nmod:to(business-11, S-18) conj:and(banks-16, S-18) cc(S-18, &-19) conj:and(banks-16, Ls-20) conj:&(S-18, Ls-20) det(money-24, the-23) dep(business-11, money-24) mark(made-27, to-25) auxpass(made-27, be-26) acl(money-24, made-27) case(it-29, from-28) nmod:from(made-27, it-29) aux(proved-31, has-30) root(ROOT-0, proved-31) det(temptation-34, a-32) amod(temptation-34, great-33) dobj(proved-31, temptation-34) advmod(great-37, so-36) dep(temptation-34, great-37) mark(helped-41, that-38) nsubj(helped-41, they-39) aux(helped-41, 've-40) ccomp(great-37, helped-41) ccomp(helped-41, maintain-42) det(frenzy-46, the-43) amod(frenzy-46, home-equity-44) amod(frenzy-46, feeding-45) dobj(maintain-42, frenzy-46) mark(bankrolling-48, by-47) advcl(maintain-42, bankrolling-48) det(men-51, the-49) compound(men-51, tin-50) dobj(bankrolling-48, men-51) parataxis(great-37, advancing-53) nsubj(money-55, them-54) xcomp(advancing-53, money-55) case(expenses-58, for-56) amod(expenses-58, operating-57) nmod:for(money-55, expenses-58) cc(advancing-53, and-59) parataxis(great-37, buying-60) conj:and(advancing-53, buying-60) compound:prt(buying-60, up-61) det(loans-63, the-62) dobj(buying-60, loans-63) case(dries-67, after-64) det(dries-67, the-65) compound(dries-67, ink-66) nmod:after(buying-60, dries-67)  "
"( According to surveys by the Consumer Bankers Association , between 1990 and 1991 , the proportion of big banks buying home equity loans on the secondary market jumped from 12.5 to 20.9 percent . )","-LRB-/-LRB- According/VBG to/TO surveys/NNS by/IN the/DT Consumer/NNP Bankers/NNPS Association/NNP ,/, between/IN 1990/CD and/CC 1991/CD ,/, the/DT proportion/NN of/IN big/JJ banks/NNS buying/VBG home/NN equity/NN loans/NNS on/IN the/DT secondary/JJ market/NN jumped/VBD from/IN 12.5/CD to/TO 20.9/CD percent/NN ./. -RRB-/-RRB-"," case(surveys-4, According-2) mwe(According-2, to-3) nmod:according_to(jumped-29, surveys-4) case(Association-9, by-5) det(Association-9, the-6) compound(Association-9, Consumer-7) compound(Association-9, Bankers-8) nmod:by(surveys-4, Association-9) case(1990-12, between-11) nmod:between(surveys-4, 1990-12) cc(1990-12, and-13) nmod:between(surveys-4, 1991-14) conj:and(1990-12, 1991-14) det(proportion-17, the-16) nsubj(jumped-29, proportion-17) case(banks-20, of-18) amod(banks-20, big-19) nmod:of(proportion-17, banks-20) acl(banks-20, buying-21) compound(loans-24, home-22) compound(loans-24, equity-23) dobj(buying-21, loans-24) case(market-28, on-25) det(market-28, the-26) amod(market-28, secondary-27) nmod:on(buying-21, market-28) root(ROOT-0, jumped-29) case(percent-34, from-30) compound(20.9-33, 12.5-31) dep(20.9-33, to-32) nummod(percent-34, 20.9-33) nmod:from(jumped-29, percent-34)  "
"Another Landbank benefactor was Fannie Mae , the quasi-government agency that encourages home ownership by buying mortgages from local lenders .","Another/DT Landbank/NNP benefactor/NNP was/VBD Fannie/NNP Mae/NNP ,/, the/DT quasi-government/JJ agency/NN that/WDT encourages/VBZ home/NN ownership/NN by/IN buying/VBG mortgages/NNS from/IN local/JJ lenders/NNS ./."," det(benefactor-3, Another-1) compound(benefactor-3, Landbank-2) nsubj(Mae-6, benefactor-3) cop(Mae-6, was-4) compound(Mae-6, Fannie-5) root(ROOT-0, Mae-6) det(agency-10, the-8) amod(agency-10, quasi-government-9) appos(Mae-6, agency-10) nsubj(encourages-12, agency-10) ref(agency-10, that-11) acl:relcl(agency-10, encourages-12) compound(ownership-14, home-13) dobj(encourages-12, ownership-14) mark(buying-16, by-15) advcl(encourages-12, buying-16) dobj(buying-16, mortgages-17) case(lenders-20, from-18) amod(lenders-20, local-19) nmod:from(buying-16, lenders-20)  "
"<p> Long-Term Care : A Dollar and Sense Guide makes the obscurities of Medicare and Medicaid comprehensible , opens the reader 's eyes to the realities of the costs of long-term care , and provides guidelines to the practicality of buying longterm care insurance .","<p>/NNP Long-Term/NNP Care/NNP :/: A/DT Dollar/NN and/CC Sense/NN Guide/NNP makes/VBZ the/DT obscurities/NNS of/IN Medicare/NNP and/CC Medicaid/NNP comprehensible/JJ ,/, opens/VBZ the/DT reader/NN 's/POS eyes/NNS to/TO the/DT realities/NNS of/IN the/DT costs/NNS of/IN long-term/JJ care/NN ,/, and/CC provides/VBZ guidelines/NNS to/TO the/DT practicality/NN of/IN buying/VBG longterm/JJ care/NN insurance/NN ./."," compound(Care-3, <p>-1) compound(Care-3, Long-Term-2) root(ROOT-0, Care-3) det(Dollar-6, A-5) dep(Care-3, Dollar-6) cc(Dollar-6, and-7) dep(Care-3, Sense-8) conj:and(Dollar-6, Sense-8) nsubj(makes-10, Guide-9) nsubj(opens-19, Guide-9) nsubj(provides-35, Guide-9) acl:relcl(Dollar-6, makes-10) det(obscurities-12, the-11) dobj(makes-10, obscurities-12) case(Medicare-14, of-13) nmod:of(obscurities-12, Medicare-14) cc(Medicare-14, and-15) nmod:of(obscurities-12, Medicaid-16) conj:and(Medicare-14, Medicaid-16) amod(Medicare-14, comprehensible-17) acl:relcl(Dollar-6, opens-19) conj:and(makes-10, opens-19) det(reader-21, the-20) nmod:poss(eyes-23, reader-21) case(reader-21, 's-22) dobj(opens-19, eyes-23) case(realities-26, to-24) det(realities-26, the-25) nmod:to(opens-19, realities-26) case(costs-29, of-27) det(costs-29, the-28) nmod:of(realities-26, costs-29) case(care-32, of-30) amod(care-32, long-term-31) nmod:of(costs-29, care-32) cc(makes-10, and-34) acl:relcl(Dollar-6, provides-35) conj:and(makes-10, provides-35) dobj(provides-35, guidelines-36) case(practicality-39, to-37) det(practicality-39, the-38) nmod:to(provides-35, practicality-39) mark(buying-41, of-40) acl(practicality-39, buying-41) amod(insurance-44, longterm-42) compound(insurance-44, care-43) dobj(buying-41, insurance-44)  "
"Thus , she warns buyers against "" a false sense of security that they are buying a ' good ' policy because it has in bold print , DOES NOT REQUIRE A PRIOR HOSPITAL STAY .","Thus/RB ,/, she/PRP warns/VBZ buyers/NNS against/IN ''/'' a/DT false/JJ sense/NN of/IN security/NN that/IN they/PRP are/VBP buying/VBG a/NNP '/POS good/JJ '/'' policy/NN because/IN it/PRP has/VBZ in/IN bold/JJ print/NN ,/, DOES/VBZ NOT/NNP REQUIRE/NNP A/NNP PRIOR/NNP HOSPITAL/NNP STAY/NNP ./."," advmod(warns-4, Thus-1) nsubj(warns-4, she-3) ccomp(DOES-29, warns-4) dobj(warns-4, buyers-5) case(sense-10, against-6) det(sense-10, a-8) amod(sense-10, false-9) nmod:against(warns-4, sense-10) case(security-12, of-11) nmod:of(sense-10, security-12) mark(buying-16, that-13) nsubj(buying-16, they-14) aux(buying-16, are-15) ccomp(warns-4, buying-16) nmod:poss(policy-21, a-17) case(a-17, '-18) amod(policy-21, good-19) dobj(buying-16, policy-21) mark(print-27, because-22) nsubj(print-27, it-23) aux(print-27, has-24) case(print-27, in-25) amod(print-27, bold-26) advcl:in(buying-16, print-27) root(ROOT-0, DOES-29) compound(STAY-35, NOT-30) compound(STAY-35, REQUIRE-31) compound(STAY-35, A-32) compound(STAY-35, PRIOR-33) compound(STAY-35, HOSPITAL-34) nsubj(DOES-29, STAY-35)  "
"However , buying a policy with the longest benefit period is not always the best .","However/RB ,/, buying/VBG a/DT policy/NN with/IN the/DT longest/JJS benefit/NN period/NN is/VBZ not/RB always/RB the/DT best/JJS ./."," advmod(buying-3, However-1) root(ROOT-0, buying-3) det(policy-5, a-4) dobj(buying-3, policy-5) case(period-10, with-6) det(period-10, the-7) amod(period-10, longest-8) compound(period-10, benefit-9) nmod:with(buying-3, period-10) cop(best-15, is-11) neg(best-15, not-12) advmod(best-15, always-13) det(best-15, the-14) dep(buying-3, best-15)  "
"<p> Consumer Reports notes that good policies are expensive , and cautions against buying a policy primarily because the premium is affordable .","<p>/NN Consumer/NN Reports/NNS notes/VBZ that/IN good/JJ policies/NNS are/VBP expensive/JJ ,/, and/CC cautions/VBZ against/IN buying/VBG a/DT policy/NN primarily/RB because/IN the/DT premium/NN is/VBZ affordable/JJ ./."," compound(Reports-3, <p>-1) compound(Reports-3, Consumer-2) nsubj(notes-4, Reports-3) root(ROOT-0, notes-4) mark(expensive-9, that-5) amod(policies-7, good-6) nsubj(expensive-9, policies-7) nsubj(cautions-12, policies-7) cop(expensive-9, are-8) ccomp(notes-4, expensive-9) cc(expensive-9, and-11) ccomp(notes-4, cautions-12) conj:and(expensive-9, cautions-12) mark(buying-14, against-13) advcl(cautions-12, buying-14) det(policy-16, a-15) dobj(buying-14, policy-16) advmod(buying-14, primarily-17) mark(affordable-22, because-18) det(premium-20, the-19) nsubj(affordable-22, premium-20) cop(affordable-22, is-21) advcl(cautions-12, affordable-22)  "
"Since policy premiums increase with age , she recommends that younger couples who are building assets for retirement should seriously consider buying a policy in their 5O 's .","Since/IN policy/NN premiums/NNS increase/VB with/IN age/NN ,/, she/PRP recommends/VBZ that/IN younger/JJR couples/NNS who/WP are/VBP building/VBG assets/NNS for/IN retirement/NN should/MD seriously/RB consider/VB buying/VBG a/DT policy/NN in/IN their/PRP$ 5O/CD 's/NNS ./."," mark(increase-4, Since-1) compound(premiums-3, policy-2) nsubj(increase-4, premiums-3) advcl(recommends-9, increase-4) case(age-6, with-5) nmod:with(increase-4, age-6) nsubj(recommends-9, she-8) root(ROOT-0, recommends-9) mark(consider-21, that-10) amod(couples-12, younger-11) nsubj(building-15, couples-12) nsubj(consider-21, couples-12) ref(couples-12, who-13) aux(building-15, are-14) acl:relcl(couples-12, building-15) dobj(building-15, assets-16) case(retirement-18, for-17) nmod:for(assets-16, retirement-18) aux(consider-21, should-19) advmod(consider-21, seriously-20) ccomp(recommends-9, consider-21) xcomp(consider-21, buying-22) det(policy-24, a-23) dobj(buying-22, policy-24) case('s-28, in-25) nmod:poss('s-28, their-26) nummod('s-28, 5O-27) nmod:in(buying-22, 's-28)  "
That 's like buying ten books of 500 pages each at the bookstore .,That/DT 's/VBZ like/IN buying/VBG ten/CD books/NNS of/IN 500/CD pages/NNS each/DT at/IN the/DT bookstore/NN ./.," nsubj(buying-4, That-1) cop(buying-4, 's-2) mark(buying-4, like-3) root(ROOT-0, buying-4) nummod(books-6, ten-5) dobj(buying-4, books-6) case(pages-9, of-7) nummod(pages-9, 500-8) nmod:of(books-6, pages-9) dep(pages-9, each-10) case(bookstore-13, at-11) det(bookstore-13, the-12) nmod:at(buying-4, bookstore-13)  "
