sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Direct Object,Indirect Object,"""Of"" Object",Mark,Subject,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb
"( n2 ) After they have mastered these skills , they are ready to learn part singing .","-LRB-/-LRB- n2/NNP -RRB-/-RRB- After/IN they/PRP have/VBP mastered/VBN these/DT skills/NNS ,/, they/PRP are/VBP ready/JJ to/TO learn/VB part/NN singing/NN ./."," dep(mastered-7, n2-2) mark(mastered-7, After-4) nsubj(mastered-7, they-5) aux(mastered-7, have-6) ccomp(ready-13, mastered-7) det(skills-9, these-8) dobj(mastered-7, skills-9) nsubj(ready-13, they-11) nsubj(learn-15, they-11) cop(ready-13, are-12) root(ROOT-0, ready-13) mark(learn-15, to-14) xcomp(ready-13, learn-15) compound(singing-17, part-16) dobj(learn-15, singing-17)  ",singing,17,"compound(singing-17, part-16) dobj(learn-15, singing-17) ",are ready to learn part singing .,NN,[],learn,VB,object,[],[],[],[],[],[],[],[],[],[],[],[],['part'],[],[],[],[],[],[],[],,,singular,ambiguous
"Because most students develop the ability to hear and sing harmonically between the ages of nine and thirteen , teachers tend to introduce part singing in the upper elementary grades .","Because/IN most/JJS students/NNS develop/VBP the/DT ability/NN to/TO hear/VB and/CC sing/VB harmonically/NN between/IN the/DT ages/NNS of/IN nine/CD and/CC thirteen/CD ,/, teachers/NNS tend/VBP to/TO introduce/VB part/NN singing/NN in/IN the/DT upper/JJ elementary/JJ grades/NNS ./."," mark(develop-4, Because-1) amod(students-3, most-2) nsubj(develop-4, students-3) advcl(tend-21, develop-4) det(ability-6, the-5) dobj(develop-4, ability-6) nsubj(hear-8, ability-6) nsubj(sing-10, ability-6) mark(hear-8, to-7) xcomp(develop-4, hear-8) cc(hear-8, and-9) xcomp(develop-4, sing-10) conj:and(hear-8, sing-10) dobj(hear-8, harmonically-11) case(ages-14, between-12) det(ages-14, the-13) nmod:between(harmonically-11, ages-14) case(nine-16, of-15) nmod:of(ages-14, nine-16) cc(nine-16, and-17) nmod:of(ages-14, thirteen-18) conj:and(nine-16, thirteen-18) nsubj(tend-21, teachers-20) nsubj(introduce-23, teachers-20) root(ROOT-0, tend-21) mark(introduce-23, to-22) xcomp(tend-21, introduce-23) compound(singing-25, part-24) dobj(introduce-23, singing-25) case(grades-30, in-26) det(grades-30, the-27) amod(grades-30, upper-28) amod(grades-30, elementary-29) nmod:in(introduce-23, grades-30)  ",singing,25,"compound(singing-25, part-24) dobj(introduce-23, singing-25) ",teachers tend to introduce part singing in the upper elementary grades,NN,[],introduce,VB,object,[],[],[],[],[],[],[],[],[],[],[],[],['part'],[],[],[],[],[],[],[],,,singular,ambiguous
"However , if students are ready , part singing may be introduced in the primary grades .","However/RB ,/, if/IN students/NNS are/VBP ready/JJ ,/, part/NN singing/NN may/MD be/VB introduced/VBN in/IN the/DT primary/JJ grades/NNS ./."," advmod(introduced-12, However-1) mark(ready-6, if-3) nsubj(ready-6, students-4) cop(ready-6, are-5) advcl(introduced-12, ready-6) compound(singing-9, part-8) nsubjpass(introduced-12, singing-9) aux(introduced-12, may-10) auxpass(introduced-12, be-11) root(ROOT-0, introduced-12) case(grades-16, in-13) det(grades-16, the-14) amod(grades-16, primary-15) nmod:in(introduced-12, grades-16)  ",singing,9,"compound(singing-9, part-8) nsubjpass(introduced-12, singing-9) ","students are ready , part singing may be introduced in the",NN,[],introduced,VBN,subject,[],[],[],[],[],[],[],[],[],[],[],[],['part'],[],[],[],[],[],[],[],,,singular,ambiguous
"<p> Four fundamentals are essential for teaching part singing : <p> First , students must be able to sing the melody accurately without assistance from the teacher or the piano .","<p>/NNP Four/NNP fundamentals/NNS are/VBP essential/JJ for/IN teaching/VBG part/NN singing/NN :/: <p>/NNP First/NNP ,/, students/NNS must/MD be/VB able/JJ to/TO sing/VB the/DT melody/NN accurately/RB without/IN assistance/NN from/IN the/DT teacher/NN or/CC the/DT piano/NN ./."," compound(fundamentals-3, <p>-1) compound(fundamentals-3, Four-2) nsubj(essential-5, fundamentals-3) cop(essential-5, are-4) ccomp(able-17, essential-5) mark(teaching-7, for-6) advcl(essential-5, teaching-7) compound(singing-9, part-8) dobj(teaching-7, singing-9) compound(First-12, <p>-11) dep(singing-9, First-12) nsubj(able-17, students-14) nsubj(sing-19, students-14) aux(able-17, must-15) cop(able-17, be-16) root(ROOT-0, able-17) mark(sing-19, to-18) xcomp(able-17, sing-19) det(melody-21, the-20) dobj(sing-19, melody-21) advmod(sing-19, accurately-22) case(assistance-24, without-23) nmod:without(accurately-22, assistance-24) case(teacher-27, from-25) det(teacher-27, the-26) nmod:from(sing-19, teacher-27) cc(teacher-27, or-28) det(piano-30, the-29) nmod:from(sing-19, piano-30) conj:or(teacher-27, piano-30)  ",singing,9,"compound(singing-9, part-8) dep(singing-9, First-12) dobj(teaching-7, singing-9) ","are essential for teaching part singing : <p> First , students",NN,[],teaching,VBG,object,[],[],[],[],[],[],[],[],[],[],[],[],['part'],[],[],[],[],[],[],[],,,singular,ambiguous
"<p> Fourth , the teacher should use both exercises and repertoire to develop part singing .","<p>/VB Fourth/JJ ,/, the/DT teacher/NN should/MD use/VB both/DT exercises/NNS and/CC repertoire/NN to/TO develop/VB part/NN singing/NN ./."," ccomp(use-7, <p>-1) advmod(<p>-1, Fourth-2) det(teacher-5, the-4) nsubj(use-7, teacher-5) aux(use-7, should-6) root(ROOT-0, use-7) cc:preconj(exercises-9, both-8) dobj(use-7, exercises-9) nsubj(develop-13, exercises-9) cc(exercises-9, and-10) dobj(use-7, repertoire-11) conj:and(exercises-9, repertoire-11) nsubj(develop-13, repertoire-11) mark(develop-13, to-12) xcomp(use-7, develop-13) compound(singing-15, part-14) dobj(develop-13, singing-15)  ",singing,15,"compound(singing-15, part-14) dobj(develop-13, singing-15) ",and repertoire to develop part singing .,NN,[],develop,VB,object,[],[],[],[],[],[],[],[],[],[],[],[],['part'],[],[],[],[],[],[],[],,,singular,ambiguous
Preparatory Steps <p> Several preparatory steps should be taken before actual part singing begins .,Preparatory/JJ Steps/NNS <p>/VBP Several/JJ preparatory/NN steps/NNS should/MD be/VB taken/VBN before/IN actual/JJ part/NN singing/NN begins/VBZ ./.," amod(Steps-2, Preparatory-1) nsubj(<p>-3, Steps-2) root(ROOT-0, <p>-3) amod(steps-6, Several-4) compound(steps-6, preparatory-5) nsubjpass(taken-9, steps-6) aux(taken-9, should-7) auxpass(taken-9, be-8) ccomp(<p>-3, taken-9) mark(begins-14, before-10) amod(singing-13, actual-11) compound(singing-13, part-12) nsubj(begins-14, singing-13) advcl(taken-9, begins-14)  ",singing,13,"amod(singing-13, actual-11) compound(singing-13, part-12) nsubj(begins-14, singing-13) ",be taken before actual part singing begins .,NN,[],begins,VBZ,subject,[],[],[],[],[],[],[],[],[],[],[],[],['part'],['actual'],[],[],[],[],[],[],,,singular,singular
"In addition to singing drones , have students listen and tune the two-part patterns .","In/IN addition/NN to/TO singing/NN drones/NNS ,/, have/VB students/NNS listen/VBP and/CC tune/VBP the/DT two-part/JJ patterns/NNS ./."," case(drones-5, In-1) mwe(In-1, addition-2) mwe(In-1, to-3) compound(drones-5, singing-4) nmod:in_addition_to(listen-9, drones-5) csubj(listen-9, have-7) csubj(tune-11, have-7) dobj(have-7, students-8) root(ROOT-0, listen-9) cc(listen-9, and-10) conj:and(listen-9, tune-11) det(patterns-14, the-12) amod(patterns-14, two-part-13) dobj(listen-9, patterns-14)  ",singing,4,"compound(drones-5, singing-4) ","In addition to singing drones , have students listen",NN,[],,,,,[],[],[],[],[],[],[],[],[],[],[],['drones'],[],[],[],[],[],[],[],,,singular,
<p> Responsorial singing is another type of singing suitable as preparation for part-singing in harmony .,<p>/NNP Responsorial/NNP singing/NNP is/VBZ another/DT type/NN of/IN singing/VBG suitable/JJ as/IN preparation/NN for/IN part-singing/NN in/IN harmony/NN ./.," compound(singing-3, <p>-1) compound(singing-3, Responsorial-2) nsubj(type-6, singing-3) cop(type-6, is-4) det(type-6, another-5) root(ROOT-0, type-6) mark(singing-8, of-7) acl(type-6, singing-8) xcomp(singing-8, suitable-9) case(preparation-11, as-10) nmod:as(suitable-9, preparation-11) case(part-singing-13, for-12) nmod:for(preparation-11, part-singing-13) case(harmony-15, in-14) nmod:in(singing-8, harmony-15)  ",singing,3,"compound(singing-3, <p>-1) compound(singing-3, Responsorial-2) nsubj(type-6, singing-3) ",<p> Responsorial singing is another type of singing,NNP,[],is,VBZ,subject,[],[],[],[],[],[],[],[],[],[],[],[],['Responsorial'],[],[],[],[],[],[],[],,,singular,singular
<p> Responsorial singing is another type of singing suitable as preparation for part-singing in harmony .,<p>/NNP Responsorial/NNP singing/NNP is/VBZ another/DT type/NN of/IN singing/VBG suitable/JJ as/IN preparation/NN for/IN part-singing/NN in/IN harmony/NN ./.," compound(singing-3, <p>-1) compound(singing-3, Responsorial-2) nsubj(type-6, singing-3) cop(type-6, is-4) det(type-6, another-5) root(ROOT-0, type-6) mark(singing-8, of-7) acl(type-6, singing-8) xcomp(singing-8, suitable-9) case(preparation-11, as-10) nmod:as(suitable-9, preparation-11) case(part-singing-13, for-12) nmod:for(preparation-11, part-singing-13) case(harmony-15, in-14) nmod:in(singing-8, harmony-15)  ",singing,8,"mark(singing-8, of-7) xcomp(singing-8, suitable-9) nmod:in(singing-8, harmony-15) acl(type-6, singing-8) ",singing is another type of singing suitable as preparation for part-singing,VBG,[],,,,,[],[],[],['of'],[],"[('in', 'harmony')]",['in'],[],['harmony'],[],[],[],[],[],[],[],[],[],[],,,,
"Used liturgically , responsorial singing alternates between the choir and soloist .","Used/VBN liturgically/RB ,/, responsorial/JJ singing/NN alternates/VBZ between/IN the/DT choir/NN and/CC soloist/NN ./."," advcl(alternates-6, Used-1) advmod(Used-1, liturgically-2) amod(singing-5, responsorial-4) nsubj(alternates-6, singing-5) root(ROOT-0, alternates-6) case(choir-9, between-7) det(choir-9, the-8) nmod:between(alternates-6, choir-9) cc(choir-9, and-10) nmod:between(alternates-6, soloist-11) conj:and(choir-9, soloist-11)  ",singing,5,"amod(singing-5, responsorial-4) nsubj(alternates-6, singing-5) ","Used liturgically , responsorial singing alternates between the choir and",NN,[],alternates,VBZ,subject,[],[],[],[],[],[],[],[],[],[],[],[],[],['responsorial'],[],[],[],[],[],[],,,singular,singular
"( n4 ) <p> When students perform responsorial singing , they learn to pay attention to both parts . ""","-LRB-/-LRB- n4/NNS -RRB-/-RRB- <p>/VBP When/WRB students/NNS perform/VBP responsorial/JJ singing/NN ,/, they/PRP learn/VBP to/TO pay/VB attention/NN to/TO both/DT parts/NNS ./. ''/''"," nsubj(<p>-4, n4-2) ccomp(learn-12, <p>-4) advmod(perform-7, When-5) nsubj(perform-7, students-6) advcl(<p>-4, perform-7) amod(singing-9, responsorial-8) dobj(perform-7, singing-9) nsubj(learn-12, they-11) nsubj(pay-14, they-11) root(ROOT-0, learn-12) mark(pay-14, to-13) xcomp(learn-12, pay-14) dobj(pay-14, attention-15) case(parts-18, to-16) det(parts-18, both-17) nmod:to(pay-14, parts-18)  ",singing,9,"amod(singing-9, responsorial-8) dobj(perform-7, singing-9) ","<p> When students perform responsorial singing , they learn to pay",NN,[],perform,VBP,object,[],[],[],[],[],[],[],[],[],[],[],[],[],['responsorial'],[],[],[],[],[],[],,,singular,plural
"<p> Students also learn to sing in parts and internalize music by singing dialogue songs , which are performed by two groups singing alternating phrases or verses .","<p>/NN Students/NNS also/RB learn/VBP to/TO sing/VB in/IN parts/NNS and/CC internalize/NN music/NN by/IN singing/NN dialogue/NN songs/NNS ,/, which/WDT are/VBP performed/VBN by/IN two/CD groups/NNS singing/VBG alternating/VBG phrases/NNS or/CC verses/NNS ./."," compound(Students-2, <p>-1) nsubj(learn-4, Students-2) nsubj(sing-6, Students-2) advmod(learn-4, also-3) root(ROOT-0, learn-4) mark(sing-6, to-5) xcomp(learn-4, sing-6) case(parts-8, in-7) nmod:in(sing-6, parts-8) cc(parts-8, and-9) compound(music-11, internalize-10) nmod:in(sing-6, music-11) conj:and(parts-8, music-11) case(songs-15, by-12) compound(songs-15, singing-13) compound(songs-15, dialogue-14) nmod:by(sing-6, songs-15) nsubjpass(performed-19, songs-15) ref(songs-15, which-17) auxpass(performed-19, are-18) acl:relcl(songs-15, performed-19) case(groups-22, by-20) nummod(groups-22, two-21) nmod:by(performed-19, groups-22) acl(groups-22, singing-23) advcl(singing-23, alternating-24) dobj(alternating-24, phrases-25) cc(phrases-25, or-26) dobj(alternating-24, verses-27) conj:or(phrases-25, verses-27)  ",singing,13,"compound(songs-15, singing-13) ","parts and internalize music by singing dialogue songs , which are",NN,[],,,,,[],[],[],[],[],[],[],[],[],[],[],['songs'],[],[],[],[],[],[],[],,,singular,
"<p> Students also learn to sing in parts and internalize music by singing dialogue songs , which are performed by two groups singing alternating phrases or verses .","<p>/NN Students/NNS also/RB learn/VBP to/TO sing/VB in/IN parts/NNS and/CC internalize/NN music/NN by/IN singing/NN dialogue/NN songs/NNS ,/, which/WDT are/VBP performed/VBN by/IN two/CD groups/NNS singing/VBG alternating/VBG phrases/NNS or/CC verses/NNS ./."," compound(Students-2, <p>-1) nsubj(learn-4, Students-2) nsubj(sing-6, Students-2) advmod(learn-4, also-3) root(ROOT-0, learn-4) mark(sing-6, to-5) xcomp(learn-4, sing-6) case(parts-8, in-7) nmod:in(sing-6, parts-8) cc(parts-8, and-9) compound(music-11, internalize-10) nmod:in(sing-6, music-11) conj:and(parts-8, music-11) case(songs-15, by-12) compound(songs-15, singing-13) compound(songs-15, dialogue-14) nmod:by(sing-6, songs-15) nsubjpass(performed-19, songs-15) ref(songs-15, which-17) auxpass(performed-19, are-18) acl:relcl(songs-15, performed-19) case(groups-22, by-20) nummod(groups-22, two-21) nmod:by(performed-19, groups-22) acl(groups-22, singing-23) advcl(singing-23, alternating-24) dobj(alternating-24, phrases-25) cc(phrases-25, or-26) dobj(alternating-24, verses-27) conj:or(phrases-25, verses-27)  ",singing,23,"advcl(singing-23, alternating-24) acl(groups-22, singing-23) ",are performed by two groups singing alternating phrases or verses .,VBG,[],,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,
<p> The difficulty with ostinatos is that students tend to lose pitch when singing a repeated pattern .,<p>/RB The/DT difficulty/NN with/IN ostinatos/NNS is/VBZ that/IN students/NNS tend/VBP to/TO lose/VB pitch/NN when/WRB singing/VBG a/DT repeated/VBN pattern/NN ./.," advmod(is-6, <p>-1) det(difficulty-3, The-2) nsubj(is-6, difficulty-3) case(ostinatos-5, with-4) nmod:with(difficulty-3, ostinatos-5) root(ROOT-0, is-6) mark(tend-9, that-7) nsubj(tend-9, students-8) nsubj(lose-11, students-8) ccomp(is-6, tend-9) mark(lose-11, to-10) xcomp(tend-9, lose-11) dobj(lose-11, pitch-12) advmod(singing-14, when-13) advcl(lose-11, singing-14) det(pattern-17, a-15) amod(pattern-17, repeated-16) dobj(singing-14, pattern-17)  ",singing,14,"advmod(singing-14, when-13) dobj(singing-14, pattern-17) advcl(lose-11, singing-14) ",tend to lose pitch when singing a repeated pattern .,VBG,[],,,,,['pattern'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['when'],[],,,,
"By singing ostinatos based on chord roots , students begin to recognize the harmonic changes in their songs , an essential step toward learning homophony .","By/IN singing/VBG ostinatos/NNS based/VBN on/IN chord/NN roots/NNS ,/, students/NNS begin/VBP to/TO recognize/VB the/DT harmonic/JJ changes/NNS in/IN their/PRP$ songs/NNS ,/, an/DT essential/JJ step/NN toward/IN learning/VBG homophony/RB ./."," mark(singing-2, By-1) advcl(begin-10, singing-2) dobj(singing-2, ostinatos-3) case(roots-7, based-4) mwe(based-4, on-5) compound(roots-7, chord-6) advcl:based_on(singing-2, roots-7) nsubj(begin-10, students-9) nsubj(recognize-12, students-9) root(ROOT-0, begin-10) mark(recognize-12, to-11) xcomp(begin-10, recognize-12) det(changes-15, the-13) amod(changes-15, harmonic-14) dobj(recognize-12, changes-15) case(songs-18, in-16) nmod:poss(songs-18, their-17) nmod:in(changes-15, songs-18) det(step-22, an-20) amod(step-22, essential-21) appos(songs-18, step-22) mark(learning-24, toward-23) advcl(recognize-12, learning-24) advmod(learning-24, homophony-25)  ",singing,2,"mark(singing-2, By-1) dobj(singing-2, ostinatos-3) advcl:based_on(singing-2, roots-7) advcl(begin-10, singing-2) ",By singing ostinatos based on chord roots,VBG,[],,,,,['ostinatos'],[],[],['By'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,
"Because polyphony occurs when two or more melodic lines are simultaneously combined , each of which retains its identity as a separate line , students will approach this type of part singing with confidence when they know the melody well .","Because/IN polyphony/RB occurs/VBZ when/WRB two/CD or/CC more/JJR melodic/JJ lines/NNS are/VBP simultaneously/RB combined/VBN ,/, each/DT of/IN which/WDT retains/VBZ its/PRP$ identity/NN as/IN a/DT separate/JJ line/NN ,/, students/NNS will/MD approach/VB this/DT type/NN of/IN part/NN singing/NN with/IN confidence/NN when/WRB they/PRP know/VBP the/DT melody/NN well/RB ./."," mark(occurs-3, Because-1) advmod(occurs-3, polyphony-2) advcl(approach-27, occurs-3) advmod(combined-12, when-4) nummod(lines-9, two-5) cc(two-5, or-6) conj:or(two-5, more-7) nummod(lines-9, more-7) amod(lines-9, melodic-8) nsubj(combined-12, lines-9) aux(combined-12, are-10) advmod(combined-12, simultaneously-11) advcl(occurs-3, combined-12) dobj(combined-12, each-14) mark(retains-17, of-15) nsubj(retains-17, which-16) acl(each-14, retains-17) nmod:poss(identity-19, its-18) dobj(retains-17, identity-19) case(line-23, as-20) det(line-23, a-21) amod(line-23, separate-22) nmod:as(retains-17, line-23) nsubj(approach-27, students-25) aux(approach-27, will-26) root(ROOT-0, approach-27) det(type-29, this-28) dobj(approach-27, type-29) case(singing-32, of-30) compound(singing-32, part-31) nmod:of(type-29, singing-32) case(confidence-34, with-33) nmod:with(approach-27, confidence-34) advmod(know-37, when-35) nsubj(know-37, they-36) advcl(approach-27, know-37) det(melody-39, the-38) dobj(know-37, melody-39) advmod(know-37, well-40)  ",singing,32,"case(singing-32, of-30) compound(singing-32, part-31) nmod:of(type-29, singing-32) ",approach this type of part singing with confidence when they know,NN,[],,,,,[],[],[],[],[],"[('of', 'type')]",['of'],['type'],[],[],[],['part'],[],[],[],[],['of'],[],[],,,singular,
"Students enjoy singing two different songs at the same time , but ensure that they are listening as well as singing .","Students/NNS enjoy/VBP singing/VBG two/CD different/JJ songs/NNS at/IN the/DT same/JJ time/NN ,/, but/CC ensure/VB that/IN they/PRP are/VBP listening/VBG as/RB well/RB as/IN singing/VBG ./."," nsubj(enjoy-2, Students-1) nsubj(ensure-13, Students-1) root(ROOT-0, enjoy-2) xcomp(enjoy-2, singing-3) nummod(songs-6, two-4) amod(songs-6, different-5) dobj(singing-3, songs-6) case(time-10, at-7) det(time-10, the-8) amod(time-10, same-9) nmod:at(singing-3, time-10) cc(enjoy-2, but-12) conj:but(enjoy-2, ensure-13) mark(listening-17, that-14) nsubj(listening-17, they-15) aux(listening-17, are-16) ccomp(ensure-13, listening-17) cc(ensure-13, as-18) mwe(as-18, well-19) mwe(as-18, as-20) conj:but(enjoy-2, singing-21) conj:and(ensure-13, singing-21)  ",singing,3,"dobj(singing-3, songs-6) nmod:at(singing-3, time-10) xcomp(enjoy-2, singing-3) ",Students enjoy singing two different songs at the,VBG,[],enjoy,VBP,object,[],['songs'],[],[],[],[],"[('at', 'time')]",['at'],[],['time'],[],[],[],[],[],[],[],[],[],[],,,,plural
"Students enjoy singing two different songs at the same time , but ensure that they are listening as well as singing .","Students/NNS enjoy/VBP singing/VBG two/CD different/JJ songs/NNS at/IN the/DT same/JJ time/NN ,/, but/CC ensure/VB that/IN they/PRP are/VBP listening/VBG as/RB well/RB as/IN singing/VBG ./."," nsubj(enjoy-2, Students-1) nsubj(ensure-13, Students-1) root(ROOT-0, enjoy-2) xcomp(enjoy-2, singing-3) nummod(songs-6, two-4) amod(songs-6, different-5) dobj(singing-3, songs-6) case(time-10, at-7) det(time-10, the-8) amod(time-10, same-9) nmod:at(singing-3, time-10) cc(enjoy-2, but-12) conj:but(enjoy-2, ensure-13) mark(listening-17, that-14) nsubj(listening-17, they-15) aux(listening-17, are-16) ccomp(ensure-13, listening-17) cc(ensure-13, as-18) mwe(as-18, well-19) mwe(as-18, as-20) conj:but(enjoy-2, singing-21) conj:and(ensure-13, singing-21)  ",singing,21,"conj:but(enjoy-2, singing-21) conj:and(ensure-13, singing-21) ",are listening as well as singing .,VBG,[],,,,,[],[],[],[],[],[],[],[],[],[],"[('but', 'enjoy'), ('and', 'ensure')]",[],[],[],[],[],[],[],[],,,,
<p> A round is a vocal composition with several voices singing the same melody in overlapping succession .,<p>/RB A/DT round/NN is/VBZ a/DT vocal/JJ composition/NN with/IN several/JJ voices/NNS singing/VBG the/DT same/JJ melody/NN in/IN overlapping/VBG succession/NN ./.," advmod(composition-7, <p>-1) det(round-3, A-2) nsubj(composition-7, round-3) cop(composition-7, is-4) det(composition-7, a-5) amod(composition-7, vocal-6) root(ROOT-0, composition-7) case(voices-10, with-8) amod(voices-10, several-9) nmod:with(composition-7, voices-10) acl(voices-10, singing-11) det(melody-14, the-12) amod(melody-14, same-13) dobj(singing-11, melody-14) case(succession-17, in-15) amod(succession-17, overlapping-16) nmod:in(melody-14, succession-17)  ",singing,11,"dobj(singing-11, melody-14) acl(voices-10, singing-11) ",vocal composition with several voices singing the same melody in overlapping,VBG,[],,,,,['melody'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,
Introduce singing rounds initially by using a repertoire of familiar pentatonic songs .,Introduce/VB singing/NN rounds/NNS initially/RB by/IN using/VBG a/DT repertoire/NN of/IN familiar/JJ pentatonic/JJ songs/NNS ./.," root(ROOT-0, Introduce-1) compound(rounds-3, singing-2) dobj(Introduce-1, rounds-3) advmod(Introduce-1, initially-4) mark(using-6, by-5) advcl(Introduce-1, using-6) det(repertoire-8, a-7) dobj(using-6, repertoire-8) case(songs-12, of-9) amod(pentatonic-11, familiar-10) amod(songs-12, pentatonic-11) nmod:of(repertoire-8, songs-12)  ",singing,2,"compound(rounds-3, singing-2) ",Introduce singing rounds initially by using a,NN,[],,,,,[],[],[],[],[],[],[],[],[],[],[],['rounds'],[],[],[],[],[],[],[],,,singular,
"In singing canons , students may have problems entering correctly .","In/IN singing/NN canons/NNS ,/, students/NNS may/MD have/VB problems/NNS entering/VBG correctly/RB ./."," case(canons-3, In-1) compound(canons-3, singing-2) nmod:in(have-7, canons-3) nsubj(have-7, students-5) aux(have-7, may-6) root(ROOT-0, have-7) dobj(have-7, problems-8) acl(problems-8, entering-9) advmod(entering-9, correctly-10)  ",singing,2,"compound(canons-3, singing-2) ","In singing canons , students may have",NN,[],,,,,[],[],[],[],[],[],[],[],[],[],[],['canons'],[],[],[],[],[],[],[],,,singular,
Students also may have a tendency to rush while singing .,Students/NNS also/RB may/MD have/VB a/DT tendency/NN to/TO rush/VB while/NN singing/NN ./.," nsubj(have-4, Students-1) advmod(have-4, also-2) aux(have-4, may-3) root(ROOT-0, have-4) det(tendency-6, a-5) dobj(have-4, tendency-6) mark(rush-8, to-7) acl(tendency-6, rush-8) compound(singing-10, while-9) dobj(rush-8, singing-10)  ",singing,10,"compound(singing-10, while-9) dobj(rush-8, singing-10) ",a tendency to rush while singing .,NN,[],rush,VB,object,[],[],[],[],[],[],[],[],[],[],[],[],['while'],[],[],[],[],[],[],[],,,singular,ambiguous
<p> The students ' next step after singing from hand signs is reading patterns from notation .,<p>/VB The/DT students/NNS '/POS next/JJ step/NN after/IN singing/VBG from/IN hand/NN signs/NNS is/VBZ reading/VBG patterns/NNS from/IN notation/NN ./.," csubj(reading-13, <p>-1) det(students-3, The-2) nmod:poss(step-6, students-3) case(students-3, '-4) amod(step-6, next-5) dobj(<p>-1, step-6) mark(singing-8, after-7) advcl(<p>-1, singing-8) case(signs-11, from-9) compound(signs-11, hand-10) nmod:from(singing-8, signs-11) aux(reading-13, is-12) root(ROOT-0, reading-13) dobj(reading-13, patterns-14) case(notation-16, from-15) nmod:from(reading-13, notation-16)  ",singing,8,"mark(singing-8, after-7) nmod:from(singing-8, signs-11) advcl(<p>-1, singing-8) ",students ' next step after singing from hand signs is reading,VBG,[],,,,,[],[],[],['after'],[],"[('from', 'signs')]",['from'],[],['signs'],[],[],[],[],[],[],[],[],[],[],,,,
<p> One of the most sophisticated ways of singing homophony is to sing parallel harmonies by adding a line in parallel thirds or sixths .,<p>/NN One/CD of/IN the/DT most/RBS sophisticated/JJ ways/NNS of/IN singing/NN homophony/RB is/VBZ to/TO sing/VB parallel/JJ harmonies/NNS by/IN adding/VBG a/DT line/NN in/IN parallel/JJ thirds/NNS or/CC sixths/NNS ./.," nsubj(is-11, <p>-1) nsubj(sing-13, <p>-1) nummod(<p>-1, One-2) case(ways-7, of-3) det(ways-7, the-4) advmod(sophisticated-6, most-5) amod(ways-7, sophisticated-6) nmod:of(<p>-1, ways-7) case(singing-9, of-8) nmod:of(ways-7, singing-9) advmod(is-11, homophony-10) root(ROOT-0, is-11) mark(sing-13, to-12) xcomp(is-11, sing-13) amod(harmonies-15, parallel-14) dobj(sing-13, harmonies-15) mark(adding-17, by-16) advcl(sing-13, adding-17) det(line-19, a-18) dobj(adding-17, line-19) case(thirds-22, in-20) amod(thirds-22, parallel-21) nmod:in(adding-17, thirds-22) cc(thirds-22, or-23) nmod:in(adding-17, sixths-24) conj:or(thirds-22, sixths-24)  ",singing,9,"case(singing-9, of-8) nmod:of(ways-7, singing-9) ",the most sophisticated ways of singing homophony is to sing parallel,NN,[],,,,,[],[],[],[],[],"[('of', 'ways')]",['of'],['ways'],[],[],[],[],[],[],[],[],['of'],[],[],,,singular,
"<p> Typically , teachers introduce singing in thirds before sixths .","<p>/VB Typically/RB ,/, teachers/NNS introduce/VBD singing/NN in/IN thirds/NNS before/IN sixths/NNS ./."," ccomp(introduce-5, <p>-1) advmod(<p>-1, Typically-2) nsubj(introduce-5, teachers-4) root(ROOT-0, introduce-5) dobj(introduce-5, singing-6) case(thirds-8, in-7) nmod:in(introduce-5, thirds-8) case(sixths-10, before-9) nmod:before(introduce-5, sixths-10)  ",singing,6,"dobj(introduce-5, singing-6) ","<p> Typically , teachers introduce singing in thirds before sixths .",NN,[],introduce,VBD,object,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous
